  4779.23  5602.458  19.39  1.98  0.39 0.01 3.86  0.04  0.47  25  0.68  0.09   5.18   0.41
 5346.428  1328.945  19.46  1.90  1.21 0.02 6.87  0.04  0.91  42  1.58  0.18   6.85   0.28
 8022.177  3527.101  19.46  1.78  0.95 0.01 4.66  0.04  0.31 -78  1.09  0.08   5.14   0.20
 6300.356  5955.664  19.47  1.81  0.37 0.01 2.71  0.01  0.70 -43  0.51  0.01   3.22   0.05
 7925.564  5954.073  19.53  1.86  0.38 0.01 3.31  0.01  0.38  19  0.44  0.01   3.35   0.04 
 5465.807  3751.576  19.57  1.95  0.26 0.01 2.46  0.01  0.84  50  0.27  0.01   2.32   0.02
  6987.95  2900.939  19.65  1.72  1.70 0.02 6.31  0.03  0.82 -36  2.97  0.20   7.05   0.16
 6533.089  6116.355  19.68  1.84  0.42 0.01 2.67  0.01  0.53 -69  0.48  0.01   2.88   0.04
 3113.958  3742.69   19.89  1.83  0.24 0.01 3.10  0.01  0.67 -25  0.26  0.01   4.23   0.07
 5351.319  4518.976  19.91  1.90  0.29 0.01 4.39  0.02  0.62  32  0.40  0.02   4.62   0.13
 5890.536  8118.021  19.95  1.86  0.76 0.01 3.97  0.04  0.72  80  0.52  0.09   2.01   0.31
 3649.696  2937.415  19.98  1.88  0.29 0.01 3.61  0.02  0.64  18  0.42  0.02   4.45   0.10
 7110.733  1928.872  20.07  1.74  0.60 0.01 2.80  0.02  0.51  75  0.69  0.05   3.48   0.17
 7567.963  7292.463  20.09  1.86  1.04 0.02 5.49  0.05  0.85  52  1.15  0.30   5.00   0.57
 2665.377  5254.939  20.13  1.73  0.88 0.01 2.14  0.01  0.51 -67  0.99  0.02   2.18   0.04
 4825.925  5175.979  20.18  1.92  0.27 0.01 4.33  0.03  0.72  35  0.33  0.01   4.46   0.14
 1727.266  3946.599  20.21  1.78  1.45 0.01 2.67  0.01  0.37  19  2.35  0.46   3.29   0.33
 5608.43   5638.687  20.23  1.73  0.71 0.01 2.46  0.01  0.46 -41  0.80  0.03   2.57   0.06
 5603.865  3766.735  20.27  1.78  0.31 0.01 4.83  0.02  0.86   8  0.36  0.02   4.30   0.14
 2876.084  6614.572  20.35  1.82  0.64 0.01 2.05  0.01  0.52  28  0.79  0.03   2.42   0.07
 6997.853  5238.803  20.36  1.67  0.90 0.01 1.66  0.01  0.38  36  0.84  0.12   1.52   0.22
 3990.444  4209.817  20.40  1.82  0.32 0.01 4.76  0.03  0.79  38  0.66  0.06   7.75   0.32
 5892.106  1422.591  20.52  1.88  1.02 0.02 3.98  0.04  0.96 -78  0.70  0.03   2.97   0.10
 6888.453  4796.808  20.53  1.83  0.35 0.01 3.15  0.02  0.65 -48  0.40  0.01   3.10   0.08
 2481.904  4892.777  20.60  1.83  0.45 0.01 5.08  0.03  0.66  29  0.52  0.03   4.87   0.17
 5609.679  4416.542  20.62  1.72  0.60 0.03 5.78  0.12  0.96  28  0.50  0.07   5.09   0.41  
 6034.576  6580.872  20.72  1.93  0.30 0.01 3.49  0.08  0.82 -29  0.32  0.01   3.17   0.12
 1722.23   3542.597  20.75  1.86  0.60 0.01 2.11  0.01  0.72 -18  0.52  0.03   1.74   0.10
 2409.905  7929.441  20.77  1.58  0.55 0.01 1.22  0.01  0.57 -69  0.61  0.05   1.44   0.13
 1609.43   4967.292  20.80  1.82  0.48 0.01 1.30  0.01  0.30 -71  0.47  0.03   1.32   0.10
 5068.797  2552.784  20.84  1.60  0.83 0.01 1.05  0.01  0.29  73  0.84  0.02   1.07   0.03
 6069.37   6284.846  20.90  1.92  0.26 0.01 6.26  0.06  0.83  14  0.36  0.05   7.33   0.50
 3467.339  3685.329  20.90  1.76  0.40 0.01 3.35  0.03  0.84 -76  0.40  0.02   3.14   0.11
 4435.285  6207.549  20.91  1.75  0.83 0.02 3.26  0.04  0.82 -65  0.83  0.09   3.03   0.17 
  832.541  4149.47   20.93  1.66  1.00 0.02 2.65  0.03  0.74 -89 -9.99 -9.99  -9.99  -9.99
 5705.049  5423.412  20.94  1.85  0.24 0.01 1.91  0.01  0.59 -51  0.27  0.01   1.86   0.05
 2005.624  4512.405  21.04  1.60  0.64 0.01 4.12  0.04  0.61  90  0.70  0.15   3.92   0.48
 8359.324  6673.083  21.13  1.70  0.51 0.01 1.84  0.02  0.66  33  0.43  0.03   1.37   0.09
 4753.655  6619.807  21.17  1.73  1.28 0.06 3.83  0.08  0.64 -71  0.88  0.07   2.66   0.14
 4753.008  5536.747  21.18  1.80  0.26 0.01 2.19  0.03  0.72 -67  0.22  0.02   1.77   0.21
 2861.992  5354.566  21.19  1.71  0.97 0.02 2.94  0.04  0.73  -4  0.62  0.03   2.20   0.08
  4530.35  1732.292  21.21  1.79  0.19 0.01 3.31  0.02  0.78  32  0.19  0.01   3.05   0.12
 6563.935  1381.946  21.22  1.78  0.32 0.01 1.69  0.01  0.49  19  0.32  0.01   1.61   0.04
  5738.15  2562.13   21.22  1.85  1.91 0.08 2.56  0.05  0.57  -4  2.69  0.51   2.56   0.23
 5654.974  6567.406  21.29  1.61  0.56 0.01 1.38  0.01  0.71   3  0.59  0.03   1.42   0.06
 2797.629  5252.81   21.30  1.68  0.44 0.01 1.55  0.01  0.33  53  0.46  0.01   1.51   0.04
 5600.455  2804.45   21.31  1.80  0.45 0.01 2.07  0.01  0.64  67  0.84  0.18   2.72   0.41
 2747.756  1447.878  21.41  1.62  0.35 0.02 1.69  0.11  0.39  47  0.36  0.02   1.71   0.13
 7763.135  5173.838  21.45  1.69  0.51 0.01 1.66  0.01  0.63  66  0.43  0.02   1.42   0.06
 7516.705  3155.409  21.47  1.91  0.81 0.04 2.89  0.07  0.80  37 -9.99 -9.99  -9.99  -9.99
 2441.814  2922.753  21.47  1.75  0.76 0.01 1.66  0.02  0.48 -40  0.72  0.02   1.58   0.09
 6442.422  3617.154  21.55  1.57  0.51 0.01 1.16  0.01  0.48 -62  0.48  0.01   1.10   0.04
 3756.613  5235.571  21.59  1.77  0.21 0.01 2.39  0.02  0.92 -23  0.21  0.01   2.37   0.10
 3075.891  4395.948  21.59  1.66  0.51 0.01 1.22  0.01  0.36 -72  0.51  0.01   1.12   0.04
 4077.901  3336.324  21.64  1.87  0.25 0.01 4.21  0.06  0.96  64  0.37  0.06   5.10   0.49
 7057.509  7356.912  21.67  1.64  0.38 0.01 3.01  0.04  0.90  72  0.61  0.24   3.58   0.87
 7459.505  5013.388  21.67  1.72  0.42 0.01 2.85  0.04  0.89 -83  0.43  0.04   2.82   0.20
 2738.693  4249.806  21.75  1.72  0.67 0.02 2.31  0.05  0.70 -62  1.09  0.26   2.78   0.67
 7242.856  5259.521  21.76  1.53  1.33 0.07 1.89  0.06  0.52  24  1.56  0.39   2.10   0.28
 5529.392  4451.868  21.77  1.83  0.06 0.01 1.63  0.05  0.75  30  0.09  0.02   5.98   1.38
 7517.252  5838.483  21.78  1.68  0.30 0.01 2.34  0.01  0.95 -44  0.36  0.03   2.23   0.15
 4534.848  5326.009  21.82  1.68  0.27 0.01 1.68  0.05  0.76  70  0.25  0.03   1.58   0.27
  655.67   3781.874  21.86  1.72  0.78 0.01 0.96  0.01  0.17 -41  1.02  0.05   0.73   0.06
 2731.763  7465.716  21.88  1.88  0.69 0.02 2.16  0.05  0.74 -78 -9.99 -9.99  -9.99  -9.99
 4274.012  4323.605  21.90  1.83  0.14 0.01 2.06  0.02  0.67  -6  0.14  0.01   1.93   0.09
 5639.056  2331.58   21.92  1.75  0.53 0.01 2.10  0.04  0.68  54  0.70  0.13   2.42   0.28
 3080.259  5228.75   21.92  1.75  0.30 0.01 1.89  0.02  0.68  57  0.32  0.01   1.75   0.09
 2420.399  1744.756  21.95  1.52  0.33 0.01 1.04  0.03  0.51  77  0.54  0.16   2.79   0.57
  5658.29  5311.436  21.96  1.88  0.15 0.01 1.85  0.02  0.92 -64  0.17  0.01   1.92   0.11
 7532.054  3934.038  21.98  1.70  0.38 0.01 1.23  0.01  0.75  18  0.38  0.02   1.26   0.07
 6090.317  6168.651  21.99  1.73  0.28 0.01 4.38  0.08  0.94  18  0.27  0.03   3.58   0.33
  2928.27  6979.259  22.00  1.44  0.50 0.01 1.34  0.02  0.77 -50  0.58  0.04   1.62   0.10
