 5110.156  4410.299  17.61  1.99  0.85 0.01 2.79  0.01  0.70  31  1.56  0.02   3.76   0.02
 5580.868  4458.389  17.70  2.05  1.19 0.01 4.50  0.01  0.80   9  1.58  0.03   4.85   0.04
 7359.031  2658.421  17.76  2.08  1.12 0.02 3.57  0.03  0.82 -29  2.64  0.17   4.92   0.13
 5673.789  1911.638  17.79  1.95  1.18 0.01 4.30  0.01  0.68  22  1.50  0.02   4.48   0.03  
 5467.933  8109.915  17.83  1.82  5.94 0.09 8.41  0.04  0.72  63  8.27  0.92   8.40   0.26
 4351.653  5897.805  18.09  2.01  0.89 0.01 3.61  0.01  0.66  56  1.01  0.02   3.81   0.03
 5800.543  6205.786  18.11  2.06  0.75 0.01 2.83  0.01  0.83 -73  0.78  0.01   2.85   0.03
 5072.017  2995.603  18.56  1.77  5.17 0.07 7.93  0.03  0.62 -23  8.36  0.49   8.34   0.14
 4807.072  3196.962  18.58  1.91  1.56 0.02 5.45  0.02  0.49 -48  2.12  0.08   5.93   0.09
 3198.32   4785.031  18.63  1.86  5.72 0.18 6.39  0.06  0.85 -82 11.04  0.51   6.16   0.08
 3710.895  4423.594  18.67  2.01  1.80 0.03 6.59  0.04  0.82 -24 -9.99  9.99  -9.99  -9.99
 4605.308  5292.143  18.69  1.98  0.58 0.01 3.32  0.01  0.59  42  0.66  0.03   3.57   0.10
  3736.96  4194.184  18.75  2.04  0.75 0.01 3.27  0.01  0.91 -47  0.84  0.02   3.36   0.04
 2641.824  2063.028  18.76  2.02  0.69 0.01 3.31  0.02  0.62  75  0.80  0.05   3.23   0.13
 6408.983  7626.369  18.79  1.93  0.67 0.01 4.91  0.02  0.49  48  0.62  0.03   4.50   0.12
 6615.261  3174.198  19.05  1.99  2.78 0.06 7.31  0.05  0.90  73  4.15  0.38   7.27   0.19
 6023.503  1139.246  19.10  1.89  0.98 0.01 3.54  0.01  0.64 -16  0.96  0.02   3.01   0.04
 5756.833  4695.685  19.22  1.96  2.48 0.05 8.17  0.05  0.91  -5  3.10  0.52   8.81   0.43
 6853.067  5508.961  19.37  1.94  0.41 0.01 3.88  0.01  0.58 -54  0.48  0.01   3.87   0.05
 4994.334  5432.198  19.38  1.77  1.12 0.01 4.58  0.02  0.73 -59  0.94  0.03   3.68   0.06
