5008  4993  18.59  0.99   2.17   0.03   3.40   0.01  0.79  21   2.07   0.01   3.05   0.01
6400  5404  19.20  0.95   0.58   0.01   4.21   0.02  0.75 -56   0.53   0.01   3.21   0.01
7385  4647  19.24  0.93   0.57   0.01   2.70   0.01  0.57 -31   0.56   0.01   2.34   0.01
2600  4219  19.35  0.95   0.65   0.01   3.56   0.01  0.92 -51   0.70   0.01   3.50   0.03
6638  5358  19.46  0.99   1.57   0.11   6.94   0.20  0.86  87   0.48   0.03   2.92   0.12
6529  5249  19.89  0.99   0.31   0.02   4.76   0.35  0.43  29   0.16   0.04   1.58   0.77
5173  5740  19.92  1.03   0.93   0.01   2.36   0.02  0.31  -8   1.03   0.03   2.24   0.04
7072  4754  20.07  0.96   0.35   0.01   3.91   0.03  0.61  48   0.34   0.02   3.26   0.02
5436  3545  20.08  0.97   0.66   0.01   6.04   0.06  0.83  48   0.35   0.01   3.01   0.02
5055  6946  20.24  1.01   0.39   0.01   3.57   0.02  0.55 -24   0.64   0.02   4.72   0.08
4875  4814  20.49  0.84   0.60   0.01   2.59   0.02  0.65 -52   0.75   0.01   1.96   0.01
4491  4996  20.42  0.95   0.48   0.01   1.78   0.02  0.83 -26   0.61   0.01   2.20   0.03
5815  5859  20.46  1.05   0.34   0.01   3.61   0.02  0.30 -44   0.34   0.01   2.28   0.02
5243  3359  20.48  0.97   0.34   0.01   2.94   0.01  0.37 -73   0.36   0.01   2.61   0.02
3728  5054  20.51  0.95   0.25   0.01   2.79   0.04  0.78 -27   1.21   0.14   8.33   0.32
5413  4285  20.58  1.00   0.24   0.01   3.76   0.03  0.95 -67   0.22   0.01   2.27   0.01
5212  5845  20.61  0.93   0.92   0.02   2.88   0.05  0.83  89   1.15   0.07   3.15   0.11
4698  5750  20.69  0.93   0.69   0.02   5.21   0.13  0.28 -33   1.46   0.10   6.20   0.17
6186  5105  20.76  0.95   0.43   0.01   4.34   0.06  0.94  30   0.30   0.01   3.08   0.02
6238  5423  20.78  1.03   0.66   0.02   6.60   0.14  0.78  77   0.45   0.01   3.87   0.05
6056  4781  20.79  0.98   0.31   0.01   3.07   0.02  0.84  88   0.38   0.01   2.88   0.03
6284  6545  20.81  1.01   0.34   0.01   6.10   0.11  0.70  75   0.28   0.01   3.30   0.03
5333  4713  20.87  0.96   0.38   0.01   2.64   0.02  0.35 -37   0.42   0.01   2.37   0.02
6481  6384  20.92  1.03   0.22   0.01   2.08   0.03  0.54   2   0.27   0.01   2.09   0.02
2990  4720  21.01  0.98   0.27   0.01   3.19   0.04  0.77  44   0.41   0.01   4.02   0.07
7403  5796  21.06  1.01   0.25   0.01   3.43   0.04  0.23  24   0.30   0.01   2.46   0.02
7120  4626  21.08  0.85   0.23   0.01   2.82   0.03  0.51  -4   0.27   0.01   2.63   0.02
4620  5438  21.06  0.99   0.14   0.01   4.04   0.06  0.24  32   0.17   0.01   3.17   0.04
5808  5597  21.09  1.00   0.29   0.01   4.10   0.05  0.45 -41   0.30   0.01   2.55   0.02
5802  4025  21.10  1.05   0.15   0.01   2.51   0.03  0.33 -26   0.19   0.01   1.71   0.02
6643  5449  21.12  1.03   0.20   0.01   2.65   0.16  0.25  -1   0.20   0.01   1.24   0.18
6300  4968  21.26  0.95   0.16   0.01   3.31   0.07  0.61  87   0.21   0.01   2.50   0.03
4708  4888  21.28  1.00   0.18   0.01   1.67   0.01  0.37  15   0.22   0.01   1.25   0.01
6129  5179  21.34  0.97   0.36   0.01   4.78   0.11  0.88 -48   0.29   0.01   2.51   0.05
4743  4183  21.35  1.06   0.18   0.01   6.93   0.21  0.78 -56   0.16   0.01   2.41   0.03
5448  5701  21.36  0.98   0.17   0.01   4.00   0.07  0.71  88   0.19   0.01   2.48   0.02
6211  6189  21.40  1.02   0.27   0.01   0.96   0.01  0.57 -46   0.30   0.01   0.78   0.01
3641  4315  21.40  0.97   0.21   0.01   4.46   0.06  0.61  79   0.44   0.03   7.09   0.24
5190  5681  21.41  0.99   0.22   0.01   3.22   0.08  0.96  51   0.25   0.01   2.63   0.12
2977  5461  21.42  0.96   0.18   0.01   3.79   0.07  0.70 -23   0.24   0.01   3.48   0.06
5506  6248  21.46  1.02   0.21   0.01   6.37   0.16  0.36   9   0.22   0.01   2.48   0.03
4625  4550  21.50  0.96   0.19   0.01   3.01   0.05  0.80  79   0.19   0.01   1.67   0.02
5517  5558  21.57  0.93   0.14   0.01   2.37   0.03  0.52  55   0.17   0.01   1.78   0.02
5161  4104  21.58  1.00   0.16   0.01   2.78   0.04  0.59 -23   0.17   0.01   1.80   0.02
5185  4985  21.64  0.93   0.27   0.01   2.98   0.07  0.29 -57   0.34   0.01   2.35   0.04
6554  5558  21.67  1.04   0.12   0.01   4.37   0.12  0.37  24   0.15   0.01   1.90   0.03
4536  5703  21.76  0.98   0.14   0.01   5.56   0.23  0.87 -70   0.17   0.01   4.46   0.11
4721  5842  21.81  0.94   0.15   0.01   1.96   0.03  0.85  25   0.17   0.01   2.07   0.03
3262  6288  21.88  0.96   0.20   0.01   6.68   0.25  0.36 -90   0.24   0.01   3.75   0.08
4345  5369  21.90  0.97   0.06   0.01   5.83   0.23  0.77 -76   0.08   0.01   5.69   0.18
4799  4547  21.94  0.97   0.16   0.01   2.10   0.03  0.81  63   0.18   0.01   1.65   0.02
7202  5741  21.97  0.97   0.28   0.01   5.36   0.19  0.41  27   0.15   0.01   2.89   0.07
6444  3825  21.98  0.93   0.26   9.01   3.16   0.06  0.58 -20   0.26   0.01   2.28   0.03
6080  5411  22.00  1.04   0.13   0.01   2.42   0.08  0.37 -13   0.18   0.01   1.77   0.03
