 4996.014  5003.179  17.9605  0.8696    7.16   0.10   2.73   0.02   0.74   37    7.59    0.11    2.41    0.02
 2171.795  6505.082  18.5172  0.7761    5.26   0.19   7.39   0.08   0.83   66    8.14    0.57    7.32    0.14
 3023.025  7261.995     18.6  0.8281    1.20   0.05   7.20   0.13   0.60   56   -9.99   -9.99   -9.99   -9.99
 3114.878  6651.145  18.7743  0.7405    4.06   0.08   7.77   0.06   0.15  -44    4.26    0.09    7.07    0.06
 7796.651   2730.88  18.8078  0.8377    1.46   0.03   6.42   0.06   0.95   26    2.29    0.09    6.67    0.09
 1560.754  6152.411  19.1251   0.761    1.98   0.16   9.58   0.31   0.40    6   -9.99   -9.99   -9.99   -9.99
 3942.834  5589.831  19.3087  0.8194    0.38   0.01   8.51   0.12   0.55    8    0.36    0.01    5.44    0.06
  3299.67   6916.74  19.3429   0.756    1.84   0.08   8.86   0.14   0.52  -56    1.67    0.06    6.74    0.11
 8765.636  4381.207   19.347  0.7231    1.12   0.01   3.17   0.03   0.26   83    1.33    0.02    2.80    0.04
 8152.292  4995.062  19.3861   0.773    0.84   0.01   3.75   0.03   0.18  -51    0.86    0.01    3.27    0.03
 1826.573  6567.414  19.4148  0.7826    0.32   0.01   5.06   0.04   0.37   47    0.36    0.02    5.08    0.24
   1168.6    4480.7  19.4895  0.7549    0.61   0.01   4.51   0.08   0.29   73    0.83    0.02    4.78    0.09
 3389.017  3878.466  19.4984    0.73    0.90   0.03   8.07   0.14   0.69   50    1.40    0.08    8.45    0.18
 4806.792  6474.348  19.5477  0.8123    0.16   0.01   4.53   0.05   0.33  -29    0.22    0.01    4.32    0.04
 1800.269  5599.474  19.5644  0.7174    0.39   0.01   5.31   0.05   0.73   88    0.50    0.01    5.30    0.07 
 1733.084  6314.459   19.642  0.7543    0.26   0.01   4,89   0.05   0.83   53    0.44    0.02    6.27    0.17
 5688.013  7446.988  19.6614   0.752    0.86   0.03   9.51   0.17   0.62  -31   -9.99   -9.99   -9.99   -9.99
 2220.017  6502.265   19.731  0.7311    0.12   0.01   4.20   0.08   0.48  -23   -9.99   -9.99   -9.99   -9.99
 5930.777  1187.023  19.7486  0.7984    0.44   0.01   5.22   0.07   0.75  -62    0.47    0.02    4.09    0.15
 4132.715    6570.7  19.7538  0.8472    0.15   0.01   3.23   0.04   0.18   57    0.17    0.01    2.99    0.04
 5713.993  8662.561  19.7663  0.7856    0.29   0.01   6.04   0.09   0.62   60    0.32    0.01    5.68    0.15
 4968.411  5102.038  19.8134  0.8734    0.10   0.01   1.63   0.16   0.75   24    0.13    0.01    2.19    0.19
 6777.872  7106.563    19.84  0.8292    0.17   0.01   5.55   0.10   0.79   26    0.31    0.01    6.41    0.15
  5245.13  8634.274  19.8489  0.7375    0.15   0.01   2.89   0.03   0.34  -16    0.18    0.01    3.40    0.05
 5252.109  7090.693  19.8687  0.8049    0.23   0.01   4.16   0.04   0.21   67    0.20    0.01    4.92    0.05
 5658.758  4462.036  19.8696  0.6854    1.70   0.28   8.77   0.61   0.32    1    1.43    0.11    3.56    0.17
 7345.588  3200.585  19.8963  0.7695    0.29   0.01   5.18   0.06   0.69  -34    0.35    0.01    4.73    0.07
 2370.368  6237.559  19.9025  0.7877    0.25   0.01   5.61   0.07   0.87    2    0.44    0.01    6.19    0.11
 4574.585  5594.852  19.9252  0.8498    0.11   0.01   3.31   0.05   0.26  -25    0.16    0.01    3.62    0.05
 7438.796  3989.904   19.969  0.7925    0.24   0.01   7.26   0.13   0.48   36   -9.99   -9.99   -9.99   -9.99
 5262.828   631.346  19.9831  0.8489    0.69   0.01   1.57   0.02   0.52   53    0.82    0.01    1.22    0.02
 4573.609  5142.969  20.0707  0.8353    0.11   0.01   2.10   0.04   0.69  -44    0.13    0.01    2.38    0.04
 6771.016  7125.489  20.1043  0.7426    0.34   0.01   3.52   0.04   0.18   53    0.34    0.01    3.52    0.04
 5531.553  4617.241  20.1144  0.7542    0.12   0.01   3.85   0.08   0.70   57    0.13    0.01    4.14    0.08
 1488.092  4611.557  20.1257  0.7795    0.20   0.01   3.40   0.04   0.60   12    0.25    0.01    3.78    0.08
 1506.532  6776.678   20.146  0.7551    0.14   0.01   4.00   0.05   0.90   70    0.21    0.01    5.02    0.21
 6857.182  2006.105  20.1753  0.7377    0.30   0.01   3.73   0.03   0.24  -59    0.35    0.01    3.44    0.03
  4896.54  4367.307  20.2015  0.7408    0.41   0.01   5.05   0.11   0.40   82    0.73    0.07    6.62    0.33
 5155.671  6345.049  20.2419   0.686    0.31   0.01   3.20   0.03   0.61  -37    0.37    0.01    3.17    0.04
 5353.716  4776.749  20.2729  0.8112    0.07   0.01   1.30   0.06   0.69   12    0.08    0.01    1.94    0.20
 5123.514   7296.48  20.2924  0.8041    0.24   0.01   2.84   0.02   0.79   65    0.34    0.01    2.99    0.04
 7223.387  4789.472  20.3782  0.8161    0.42   0.01   5.90   0.11   0.35   29    0.60    0.02    5.86    0.14
 3324.404  6330.963  20.3859  0.8189    0.09   0.01   3.19   0.05   0.95    5    0.14    0.01    3.87    0.06
 3792.494  5916.846  20.4046  0.7727    0.11   0.01   3.31   0.06   0.50   80    0.11    0.04    3.54    0.08
 4132.117  5537.383  20.4074  0.7731    0.17   0.01   2.75   0.04   0.17   12    0.19    0.01    2.76    0.03  
 3533.479  5685.424  20.4483   0.709    0.50   0.01   4.52   0.07   0.17   11    0.57    0.01    4.35    0.07
 2832.596  5634.531   20.468  0.7917    0.17   0.01   2.51   0.03   0.21   14    0.20    0.01    2.65    0.03
 2598.871   4616.08  20.4804  0.7642    0.18   0.01   4.75   0.07   0.37    2    0.23    0.01    5.52    0.12
 4486.433  5165.742   20.498  0.8125    0.08   0.01   2.18   0.06   0.67   46    0.09    0.01    2.44    0.07
   4353.5  8501.662  20.5093  0.7991    0.17   0.01   3.63   0.06   0.44  -78    0.18    0.01    3.43    0.12
