 6992.611   2510.27   17.8501   2.1395   1.52   0.01  4.91  0.01  0.70  -15   1.50  0.02  4.78   0.03
 6463.065   8102.88   17.9524   2.0617   1.20   0.01  4.03  0.02  0.74  -37   1.64  0.04  4.46   0.05
 1931.525  4273.903   18.0872   1.9154   1.47   0.01  5.43  0.02  0.71   59   1.66  0.04  4.83   0.05
 5523.938  2035.757   18.1039   2.0408   1.02   0.01  3.57  0.01  0.51   82   0.87  0.01  2.40   0.01
 8794.139  5507.488   18.5704   2.2088   1.03   0.01  2.65  0.02  0.54   78   2.05  0.11  3.43   0.09
 3580.487  5054.994   18.6298   2.0142   1.41   0.01  3.58  0.02  0.41   85   1.63  0.03  3.91   0.04
 5725.998  6770.156   18.6678    2.103   0.64   0.01  3.37  0.01  0.60    4   0.76  0.01  3.42   0.03
 7826.969  6908.841   18.6788   2.0734   1.70   0.02  6.11  0.03  0.86  -89   4.16  0.35  7.86   0.20
  3418.62  6228.766   18.8907   2.0166   0.54   0.01  3.81  0.01  0.41  -12   0.67  0.01  4.16   0.04
 5568.988  3962.973   19.0087    2.004   0.86   0.01  5.31  0.02  0.73   10   0.99  0.03  5.94   0.09
 5231.255  9606.977   19.0503   2.0435   1.19   0.01  5.95  0.03  0.69   26   1.70  0.13  6.82   0.21
 8641.272  5324.423   19.0815   2.0188   0.87   0.01  3.65  0.01  0.46  -14   1.22  0.09  4.34   0.17
 4028.049  3872.542   19.1194   2.0431   0.62   0.01  3.34  0.01  0.57  -40   0.69  0.02  3.51   0.06
 4314.739  6298.411   19.1481   2.0394   1.50   0.02  5.04  0.02  0.70   61   2.16  0.10  6.01   0.10
 5439.104   3995.38   19.1518   2.1292   0.47   0.01  3.23  0.01  0.58   20   0.43  0.01  3.02   0.03
  5903.01  5492.361    19.162   2.1848   0.34   0.01  4.58  0.01  0.91  -78   0.30  0.01  3.71   0.09
 9177.167  5224.401   19.2087   1.9507   0.94   0.01  3.50  0.01  0.48  -84   0.71  0.02  2.81   0.07
 5222.283  7420.157    19.247   1.9887   0.61   0.01  3.59  0.02  0.30   67   0.72  0.01  3.96   0.05
 5752.231  6322.439   19.2505   2.0564   0.38   0.01  4.01  0.01  0.49   -2   0.68  0.02  3.96   0.06
 8896.071  4740.007   19.2919   1.9015   1.74   0.04  9.09  0.07  0.71   -8  -9.99 -9.99 -9.99  -9.99
 4686.967  5371.133   19.3195   2.0221   0.44   0.01  3.69  0.01  0.49  -14   0.52  0.01  3.76   0.05
 7351.028  5660.503   19.3544   2.0439   0.56   0.01  5.00  0.02  0.57  -71   0.90  0.03  6.39   0.12
 2013.043  2999.262   19.4373   2.0742   0.29   0.01  2.85  0.02  0.60   26   0.35  0.01  3.34   0.11
 3611.665  2626.629   19.4836   1.8829   0.86   0.01  1.98  0.01  0.43   23   1.04  0.02  2.36   0.03
 5240.647  4467.286   19.6046   1.9965   0.55   0.01  3.95  0.02  0.95   46   0.62  0.02  4.46   0.09
 3018.489  6763.528   19.6883   1.9179   1.29   0.02  6.98  0.04  0.81   52   1.20  0.06  6.95   0.14
 3090.969  5577.459   19.7064   1.9564   0.52   0.01  3.00  0.01  0.77   86   0.85  0.05  3.97   0.13
 3571.245  2595.689    19.714   1.8838   0.52   0.01  5.34  0.02  0.77   14   1.20  0.09  7.84   0.22
 5771.025  2674.621    19.773   1.8296   0.78   0.01  2.50  0.01  0.39  -26   0.90  0.02  3.17   0.05
 5432.723   6419.87    19.776   2.0063   0.69   0.01  6.02  0.03  0.86   65   0.78  0.38  6.12   1.43
 4969.489  3416.772   19.8176   1.9574   0.22   0.01  2.67  0.01  0.71   67   0.24  0.01  3.13   0.04
 4071.422   5491.24   19.8188   2.0176   2.11   0.04  6.83  0.05  0.72  -45   2.74  0.40  7.60   0.33
 7254.798  5792.448   19.8408   1.8429   0.93   0.01  5.16  0.02  0.47  -84   1.43  0.08  5.84   0.14
 5544.417  5596.258   19.8582   2.0717   0.43   0.01  3.58  0.01  0.66    4   0.40  0.01  3.04   0.06
 7156.571  5120.821   19.8964   2.0022   0.62   0.01  4.25  0.02  0.81   15   0.78  0.04  4.85   0.12
 2691.236  4707.337   19.9706   1.9971   0.51   0.01  5.86  0.05  0.95   -1   0.94  0.06  5.62   0.16
 2334.048  5947.339   19.9807   2.0387   0.36   0.01  2.18  0.01  0.85   17   0.40  0.01  2.40   0.03
 3447.035  2124.201   19.9837   1.9647   0.40   0.01  2.70  0.01  0.68  -62   0.58  0.02  3.62   0.08
 3141.378  6549.568    20.114   1.9484   0.23   0.01  2.67  0.01  0.34    8   0.25  0.01  3.26   0.04
 7215.897  4175.976   20.1412   1.9396   0.33   0.01  4.58  0.01  0.59   22   0.99  0.10  8.27   0.34
 4222.419  1117.823   20.2565   1.9879   0.81   0.01  2.51  0.01  0.48  -72   0.83  0.14  2.75   0.28
   4414.4  7858.238   20.2892   1.9915   1.61   0.02  3.80  0.02  0.51  -83   1.52  0.58  3.73   0.60
 5139.966   523.847   20.3208   1.9691   0.43   0.01  4.15  0.02  0.74   67   0.52  0.06  4.77   0.32
 5692.343  3840.589   20.3304   1.8713   0.56   0.01  2.65  0.01  0.52  -85   0.57  0.01  2.66   0.05
 5845.307  4050.027   20.3652   2.0287   0.47   0.01  5.64  0.04  0.91   16   0.50  0.03  5.80   0.22
 4570.688   6423.32   20.4005   1.9136   0.37   0.01  4.49  0.02  0.70   41   0.54  0.03  5.27   0.17
 5444.952  5180.853   20.4114   1.8708   0.29   0.01  3.86  0.02  0.64   24   0.44  0.02  5.09   0.18
 5800.695  1917.353   20.4143   1.9606   1.79   0.04  5.35  0.04  0.60    1   1.17  0.08  4.26   0.15
 3057.844  5649.583   20.4456   1.8436   0.49   0.01  2.13  0.01  0.32  -36   0.40  0.01  1.73   0.06
 4370.574  6030.752   20.4482   1.9933   0.67   0.02  1.70  0.04  0.89  -68   1.66  0.13  2.82   0.13
 4695.691  6937.333    20.472   1.8977   0.71   0.01  5.14  0.04  0.87   25   0.76  0.06  5.08   0.19
 6903.939  2205.926   20.4999   1.8425   0.59   0.01  1.23  0.03  0.61  -39   0.53  0.01  0.31   0.02
 6722.983  4119.808   20.5192   1.9252   0.42   0.01  2.38  0.01  0.47   39   0.46  0.02  2.54   0.12
 2231.871  3699.568   20.5559    1.885   0.80   0.02  5.37  0.05  0.93   32  -9.99 -9.99 -9.99  -9.99
 7076.255  1611.228   20.6061   1.9321   0.26   0.01  5.80  0.16  0.87  -58  -9.99 -9.99 -9.99  -9.99
 3170.517  2142.557   20.6271   2.0251   2.11   0.01  0.83  0.01  0.11   13   2.11  0.05  0.76   0.02
 2298.509  4678.847   20.6498   1.9819   0.43   0.01  4.57  0.04  0.68  -60   0.69  0.05  5.76   0.23
 4998.351  2880.278   20.6574   1.8658   0.17   0.01  3.35  0.02  0.86   12   0.26  0.01  5.10   0.17
  6260.92  1732.605   20.6614   1.8745   0.78   0.03  9.08  0.13  0.87   57  -9.99 -9.99 -9.99  -9.99
 5146.319  5701.906    20.663   2.0855   0.21   0.01  3.31  0.02  0.95   89   0.26  0.01  3.52   0.14
 4080.123  5588.102   20.6659   1.9666   0.51   0.01  2.78  0.01  0.68  -40   0.56  0.04  2.79   0.11
 6042.718  5314.958     20.71   2.0709   0.13   0.01  2.58  0.01  0.84  -53   0.13  0.01  2.46   0.10
 6941.363  4579.996   20.7519   1.9347   0.32   0.01  2.27  0.01  0.76  -23   0.32  0.01  2.35   0.05
 4857.676  8526.836   20.7632   1.8936   0.44   0.01  2.88  0.02  0.79  -15   0.58  0.05  3.15   0.16
 1738.871  6358.628   20.7786   1.9016   0.22   0.01  3.00  0.02  0.60   50   0.36  0.11  5.01   1.06
 1930.795  2336.629   20.7797   1.7868   1.05   0.02  2.16  0.02  0.36   23   1.02  0.06  2.06   0.10
 5251.662  7603.031   20.8774   1.7719   0.60   0.01  2.74  0.02  0.76   89   0.77  0.07  3.13   0.16
   6370.6  3922.363   20.8977   1.7584   0.30   0.01  3.46  0.02  0.86   34   0.32  0.02  3.56   0.13
 5161.938  7825.088   20.9217   1.9119   0.18   0.01  3.27  0.02  0.94  -58   0.21  0.01  3.33   0.11
